"OMSCHRIJVING","STATUS","DISCIPLINE","Hoofdgroep","Object","SubObject01","SubObject02","SubObject03","SubObject04","SubObject05","Bewerking","Element","Arcering","Symbool","Laagnaam","BLineweight","BColor","BColorA","BColorGD","BColorGN","BColorV","B_Linetype","NLineweight","NColor","NColorA","NColorGD","NColorGN","NColorV","N_Linetype","VLineweight","VColor","VColorA","VColorGD","VColorGN","VColorV","V_Linetype","TLineweight","TColor","TColorA","TColorGD","TColorGN","TColorV","T_Linetype","VRKL_KORT","VRKL_LANG","ID","KIND_VAN"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_ZONE_1.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_FIETS_2.7","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_VOORWAARSCHUWINGSDRIEHOEK_2.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_TAXI_4.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_TAXI_1.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_LIJNBUS_1.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_SCHOOLZONE_0.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_70_1.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_50_4.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_BUS_1.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_VOORWAARSCHUWINGSDRIEHOEK_4.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_30_1.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_STOP_4.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_FIETS_1.3","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_70_4.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_BUS_4.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_STOP_1.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_SCHOOLZONE_EINDE_1.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_FIETS_2.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_ZONE_4.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_60_4.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_SYMBOOL","*","**","VW","MARKERING","SYMBOOL","","","","","","G/S","","SVW:SVW-MARKERING_SYMBOOL_LIJNBUS_4.","*-**-VW-MARKERING_SYMBOOL-G/S","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2573","2569"
"MARKERING_DWARS","*","**","VW","MARKERING","DWARS","","","","","","G","","","*-**-VW-MARKERING_DWARS-G","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2618","2569"
"MARKERING_AFGEKRUISTVLAK","*","**","VW","MARKERING","AFGEKRUISTVLAK","","","","","","G","","","*-**-VW-MARKERING_AFGEKRUISTVLAK-G","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2575","2569"
"MARKERING_ACTIEF","*","**","VW","MARKERING","ACTIEF","","","","","","G","","","*-**-VW-MARKERING_ACTIEF-G","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2577","2569"
"VERKEERSTEKEN_TRAMSIGNALERING","*","**","VW","VERKEERSTEKEN","TRAMSIGNALERING","","","","","","G/S","","SVW:SVW-VERKEERSTEKEN_TRAMSIGNALERING","*-**-VW-VERKEERSTEKEN_TRAMSIGNALERING-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","4101","2637"
"VERKEERSTEKEN_BORD","*","**","VW","VERKEERSTEKEN","BORD","","","","","","G/S","","SVW:SVW-VERKEERSTEKEN_BORD_ANWB_ENKEL","*-**-VW-VERKEERSTEKEN_BORD-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2638","2637"
"VERKEERSTEKEN_BORD","*","**","VW","VERKEERSTEKEN","BORD","","","","","","G/S","","SVW:SVW-VERKEERSTEKEN_BORD_PLAATSNAAM","*-**-VW-VERKEERSTEKEN_BORD-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2638","2637"
"VERKEERSTEKEN_BORD","*","**","VW","VERKEERSTEKEN","BORD","","","","","","G/S","","SVW:SVW-VERKEERSTEKEN_BORD_PIJLBAK","*-**-VW-VERKEERSTEKEN_BORD-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2638","2637"
"VERKEERSTEKEN_BORD","*","**","VW","VERKEERSTEKEN","BORD","","","","","","G/S","","SVW:SVW-VERKEERSTEKEN_BORD_INFORMATIE","*-**-VW-VERKEERSTEKEN_BORD-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2638","2637"
"VERKEERSTEKEN_BORD","*","**","VW","VERKEERSTEKEN","BORD","","","","","","G/S","","SVW:SVW-VERKEERSTEKEN_BORD_STRAATNAAM","*-**-VW-VERKEERSTEKEN_BORD-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2638","2637"
"VERKEERSTEKEN_BORD","*","**","VW","VERKEERSTEKEN","BORD","","","","","","G/S","","SVW:SVW-VERKEERSTEKEN_BORD_ANWB","*-**-VW-VERKEERSTEKEN_BORD-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2638","2637"
"VERKEERSTEKEN_DRAAGCONSTRUCTIE","*","**","VW","VERKEERSTEKEN","DRAAGCONSTRUCTIE","","","","","","G/S","","SVW:SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_PORTAAL_PANEELDUBBELERICHTING","*-**-VW-VERKEERSTEKEN_DRAAGCONSTRUCTIE-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2640","2637"
"VERKEERSTEKEN_DRAAGCONSTRUCTIE","*","**","VW","VERKEERSTEKEN","DRAAGCONSTRUCTIE","","","","","","G/S","","SVW:SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_UITHOUDER_TWEEZIJDIG","*-**-VW-VERKEERSTEKEN_DRAAGCONSTRUCTIE-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2640","2637"
"VERKEERSTEKEN_DRAAGCONSTRUCTIE","*","**","VW","VERKEERSTEKEN","DRAAGCONSTRUCTIE","","","","","","G/S","","SVW:SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_MAST","*-**-VW-VERKEERSTEKEN_DRAAGCONSTRUCTIE-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2640","2637"
"VERKEERSTEKEN_DRAAGCONSTRUCTIE","*","**","VW","VERKEERSTEKEN","DRAAGCONSTRUCTIE","","","","","","G/S","","SVW:SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_MAST_COMBI","*-**-VW-VERKEERSTEKEN_DRAAGCONSTRUCTIE-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2640","2637"
"VERKEERSTEKEN_DRAAGCONSTRUCTIE","*","**","VW","VERKEERSTEKEN","DRAAGCONSTRUCTIE","","","","","","G/S","","SVW:SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_VERKEERSBORD_VERLICHTING","*-**-VW-VERKEERSTEKEN_DRAAGCONSTRUCTIE-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2640","2637"
"VERKEERSTEKEN_DRAAGCONSTRUCTIE","*","**","VW","VERKEERSTEKEN","DRAAGCONSTRUCTIE","","","","","","G/S","","SVW:SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_PORTAAL_PANEELENKELERICHTING","*-**-VW-VERKEERSTEKEN_DRAAGCONSTRUCTIE-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2640","2637"
"VERKEERSTEKEN_BEBAKENING","*","**","VW","VERKEERSTEKEN","BEBAKENING","","","","","","G/S","","SVW:SVW-VERKEERSTEKEN_VERKEERSZUIL","*-**-VW-VERKEERSTEKEN_BEBAKENING-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2639","2637"
"AFZETTING_POLLER","*","**","VW","AFZETTING","POLLER","","","","","","G/S","","SVW:SVW-POLLER","*-**-VW-AFZETTING_POLLER-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","3344","2657"
"AFZETTING_AFSLUITPAAL","*","**","VW","AFZETTING","AFSLUITPAAL","","","","","","G/S","","SVW:SVW-AFSLUITPAAL","*-**-VW-AFZETTING_AFSLUITPAAL-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","3473","2657"
"VERKEERSSPIEGEL_DRAAGCONSTRUCTIE","*","**","VW","VERKEERSSPIEGEL","DRAAGCONSTRUCTIE","","","","","","G/S","","SVW:SVW-VERKEERSSPIEGEL_DRAAGCONSTRUCTIE","*-**-VW-VERKEERSSPIEGEL_DRAAGCONSTRUCTIE-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","3351","3350"
"BEWEGWIJZERING_DRAAGCONSTRUCTIE_PORTAAL","*","**","VW","BEWEGWIJZERING","DRAAGCONSTRUCTIE","PORTAAL","","","","","G","","","*-**-VW-BEWEGWIJZERING_DRAAGCONSTRUCTIE_PORTAAL-G","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2565","2564"
"BEWEGWIJZERING_DRAAGCONSTRUCTIE_UITHOUDER","*","**","VW","BEWEGWIJZERING","DRAAGCONSTRUCTIE","UITHOUDER","","","","","G","","","*-**-VW-BEWEGWIJZERING_DRAAGCONSTRUCTIE_UITHOUDER-G","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2567","2564"
"BEWEGWIJZERING_STROOMWEG_REGIONAAL","*","**","VW","BEWEGWIJZERING","STROOMWEG","REGIONAAL","","","","","G","","","*-**-VW-BEWEGWIJZERING_STROOMWEG_REGIONAAL-G","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2558","2556"
"BEWEGWIJZERING_STROOMWEG_NATIONAAL","*","**","VW","BEWEGWIJZERING","STROOMWEG","NATIONAAL","","","","","G","","","*-**-VW-BEWEGWIJZERING_STROOMWEG_NATIONAAL-G","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2557","2556"
"MARKERING_LANGS_STREEP","*","**","VW","MARKERING","LANGS","STREEP","","","","","G","","","*-**-VW-MARKERING_LANGS_STREEP-G","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2579","2578"
"MARKERING_DWARS_STOPSTREEP","*","**","VW","MARKERING","DWARS","STOPSTREEP","","","","","G","","","*-**-VW-MARKERING_DWARS_STOPSTREEP-G","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2623","2618"
"MARKERING_DWARS_OVERSTEEK","*","**","VW","MARKERING","DWARS","OVERSTEEK","","","","","G","","","*-**-VW-MARKERING_DWARS_OVERSTEEK-G","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","2629","2618"
"MARKERING_DWARS_DRIEHOEK","*","**","VW","MARKERING","DWARS","DRIEHOEK","","","","","G/S","","SVW:SVW-MARKERING_STREEP_DRIEHOEK_050_05","*-**-VW-MARKERING_DWARS_DRIEHOEK-G/S","0.18","7","7","7","7","7","VW-HAAIETAND50_L","0.35","7","7","7","7","7","VW-HAAIETAND50_L","0.35","7","7","7","7","7","V-VW-HAAIETAND50_L","0.35","7","7","7","7","7","VW-HAAIETAND50_L","","","2619","2618"
"MARKERING_DWARS_DRIEHOEK","*","**","VW","MARKERING","DWARS","DRIEHOEK","","","","","G/S","","SVW:SVW-MARKERING_STREEP_DRIEHOEK_050_07","*-**-VW-MARKERING_DWARS_DRIEHOEK-G/S","0.18","7","7","7","7","7","VW-HAAIETAND50_L","0.35","7","7","7","7","7","VW-HAAIETAND50_L","0.35","7","7","7","7","7","V-VW-HAAIETAND50_L","0.35","7","7","7","7","7","VW-HAAIETAND50_L","","","2619","2618"
"MARKERING_DWARS_DRIEHOEK","*","**","VW","MARKERING","DWARS","DRIEHOEK","","","","","G/S","","SVW:SVW-MARKERING_STREEP_DRIEHOEK_030_03","*-**-VW-MARKERING_DWARS_DRIEHOEK-G/S","0.18","7","7","7","7","7","VW-HAAIETAND50_L","0.35","7","7","7","7","7","VW-HAAIETAND50_L","0.35","7","7","7","7","7","V-VW-HAAIETAND50_L","0.35","7","7","7","7","7","VW-HAAIETAND50_L","","","2619","2618"
"MARKERING_DWARS_STREEP","*","**","VW","MARKERING","DWARS","STREEP","","","","","G","","","*-**-VW-MARKERING_DWARS_STREEP-G","0.18","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","CONTINUOUS","0.35","7","7","7","7","7","V-CONTINUOUS-SO","0.35","7","7","7","7","7","CONTINUOUS","","","3554","2618"
"AFZETTING_POLLER_BEWEEGBAAR","*","**","VW","AFZETTING","POLLER","BEWEEGBAAR","","","","","G/S","","SVW:SVW-POLLER_BEWEEGBAAR","*-**-VW-AFZETTING_POLLER_BEWEEGBAAR-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","3345","3344"
"AFZETTING_POLLER_SCANPAAL","*","**","VW","AFZETTING","POLLER","SCANPAAL","","","","","G/S","","SVW:SVW-POLLER_SCANPAAL","*-**-VW-AFZETTING_POLLER_SCANPAAL-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","3347","3344"
"AFZETTING_POLLER_PUT","*","**","VW","AFZETTING","POLLER","PUT","","","","","G","","","*-**-VW-AFZETTING_POLLER_PUT-G","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","3346","3344"
"AFZETTING_POLLER_VAST","*","**","VW","AFZETTING","POLLER","VAST","","","","","G/S","","SVW:SVW-POLLER_VAST","*-**-VW-AFZETTING_POLLER_VAST-G/S","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","3348","3344"
"BEWEGWIJZERING_DRAAGCONSTRUCTIE_PORTAAL_POER","*","**","VW","BEWEGWIJZERING","DRAAGCONSTRUCTIE","PORTAAL","POER","","","","G","","","*-**-VW-BEWEGWIJZERING_DRAAGCONSTRUCTIE_PORTAAL_POER-G","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2566","2565"
"BEWEGWIJZERING_DRAAGCONSTRUCTIE_UITHOUDER_POER","*","**","VW","BEWEGWIJZERING","DRAAGCONSTRUCTIE","UITHOUDER","POER","","","","G","","","*-**-VW-BEWEGWIJZERING_DRAAGCONSTRUCTIE_UITHOUDER_POER-G","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","2568","2567"
"MARKERING_LANGS_STREEP_91","*","**","VW","MARKERING","LANGS","STREEP","91","","","","G/S","","SVW:SVW-MARKERING_STREEP_91_03","*-**-VW-MARKERING_LANGS_STREEP_91-G/S","0.25","7","7","7","7","7","VW-91_STREEP","0.25","7","7","7","7","7","VW-91_STREEP","0.25","7","7","7","7","7","V-VW-91_STREEP","0.25","7","7","7","7","7","VW-91_STREEP","","","2605","2579"
"MARKERING_LANGS_STREEP_91","*","**","VW","MARKERING","LANGS","STREEP","91","","","","G/S","","SVW:SVW-MARKERING_STREEP_91_01","*-**-VW-MARKERING_LANGS_STREEP_91-G/S","0.25","7","7","7","7","7","VW-91_STREEP","0.25","7","7","7","7","7","VW-91_STREEP","0.25","7","7","7","7","7","V-VW-91_STREEP","0.25","7","7","7","7","7","VW-91_STREEP","","","2605","2579"
"MARKERING_LANGS_STREEP_39","*","**","VW","MARKERING","LANGS","STREEP","39","","","","G/S","","SVW:SVW-MARKERING_STREEP_39_01","*-**-VW-MARKERING_LANGS_STREEP_39-G/S","0.13","7","7","7","7","7","VW-39_STREEP","0.13","7","7","7","7","7","VW-39_STREEP","0.13","7","7","7","7","7","V-VW-39_STREEP","0.13","7","7","7","7","7","VW-39_STREEP","","","2601","2579"
"MARKERING_LANGS_STREEP_39","*","**","VW","MARKERING","LANGS","STREEP","39","","","","G/S","","SVW:SVW-MARKERING_STREEP_39_03","*-**-VW-MARKERING_LANGS_STREEP_39-G/S","0.13","7","7","7","7","7","VW-39_STREEP","0.13","7","7","7","7","7","VW-39_STREEP","0.13","7","7","7","7","7","V-VW-39_STREEP","0.13","7","7","7","7","7","VW-39_STREEP","","","2601","2579"
